iter,loss,phys,bc,shape,tip,block,val_total,EI_eff_Nmm2,k_p_N_per_kPa
0,18.408348083496094,1.3560564517974854,0.09648729115724564,0.3267108201980591,0.4776601195335388,9.078708618215359e-11,33.42212677001953,1374.9742431640625,0.0011988007463514805
1,18.017866134643555,1.3815561532974243,0.370877742767334,0.32675737142562866,0.31961917877197266,1.4475028820015723e-07,35.87715530395508,1374.746337890625,0.0011976019013673067
2,16.944665908813477,1.3567849397659302,0.2263938933610916,0.3267210125923157,0.3394757807254791,5.92152616718522e-07,39.448585510253906,1374.38525390625,0.0011964067816734314
3,16.23613929748535,1.3290669918060303,0.07617354393005371,0.32666727900505066,0.38059890270233154,1.3395050473263836e-06,40.61539840698242,1374.3800048828125,0.0011952173663303256
4,16.05611228942871,1.3306448459625244,0.027302147820591927,0.3266127407550812,0.3960084021091461,2.382068714723573e-06,38.642059326171875,1374.4564208984375,0.0011940322583541274
5,15.510376930236816,1.3452298641204834,0.02502267435193062,0.32656633853912354,0.36917781829833984,3.7171689655224327e-06,34.999507904052734,1374.8426513671875,0.001192846684716642
6,14.854137420654297,1.3387112617492676,0.05078236013650894,0.3265257179737091,0.32385170459747314,5.348911145119928e-06,31.229944229125977,1375.38818359375,0.001191662740893662
7,14.394148826599121,1.3134500980377197,0.08722987025976181,0.32648178935050964,0.2839345932006836,7.273767550941557e-06,28.276506423950195,1376.0848388671875,0.0011904853163287044
8,14.144073486328125,1.3216609954833984,0.11333823949098587,0.3264278471469879,0.2580189108848572,9.480887456447817e-06,26.47284507751465,1376.663818359375,0.0011893130140379071
9,13.853840827941895,1.2928812503814697,0.11569156497716904,0.32636186480522156,0.24383437633514404,1.196855737362057e-05,25.682147979736328,1377.0096435546875,0.0011881525861099362
10,13.325201034545898,1.315267562866211,0.07232415676116943,0.32628488540649414,0.23804232478141785,1.4716270015924238e-05,25.159372329711914,1377.2178955078125,0.0011869959998875856
11,13.126322746276855,1.3135857582092285,0.05865298956632614,0.3262024521827698,0.23509901762008667,1.7736696463543922e-05,24.4224910736084,1377.3477783203125,0.0011858429061248899
12,13.060700416564941,1.296034812927246,0.0642450824379921,0.3261207044124603,0.2299794852733612,2.1028972696512938e-05,23.145954132080078,1377.579345703125,0.001184695865958929
13,12.997719764709473,1.3006196022033691,0.0799202099442482,0.3260466754436493,0.21883592009544373,2.4581529942224734e-05,21.570911407470703,1377.255126953125,0.00118355848826468
14,12.756623268127441,1.3068586587905884,0.07826197147369385,0.3259795904159546,0.20736345648765564,2.837809552147519e-05,20.148733139038086,1376.6204833984375,0.0011824280954897404
15,12.728885650634766,1.3037018775939941,0.0843399316072464,0.3259088397026062,0.20316413044929504,3.2421328796772286e-05,19.303525924682617,1375.7392578125,0.0011813119053840637
16,12.79931926727295,1.2992783784866333,0.08822906762361526,0.3258221447467804,0.20504701137542725,3.667794953798875e-05,19.14078140258789,1374.698486328125,0.0011802134104073048
17,12.777715682983398,1.3540658950805664,0.08053359389305115,0.3257142901420593,0.205180823802948,4.1122908442048356e-05,19.37398910522461,1373.559326171875,0.001179123530164361
18,12.727864265441895,1.3294113874435425,0.08335058391094208,0.3255895674228668,0.20263491570949554,4.578466905513778e-05,19.648515701293945,1372.316650390625,0.0011780462227761745
19,12.694223403930664,1.3239175081253052,0.08481636643409729,0.32545599341392517,0.20062579214572906,5.063782737124711e-05,19.501605987548828,1370.990966796875,0.0011769830016419291
20,12.646350860595703,1.3491387367248535,0.0807528868317604,0.32532498240470886,0.19913128018379211,5.5668235290795565e-05,19.040294647216797,1369.597900390625,0.0011759313056245446
21,12.713254928588867,1.4071078300476074,0.0840914249420166,0.3251972794532776,0.19803392887115479,6.087783185648732e-05,18.488136291503906,1368.1529541015625,0.0011748814722523093
22,12.519929885864258,1.420605182647705,0.06212799251079559,0.3250703513622284,0.1987987458705902,6.631065480178222e-05,18.202911376953125,1366.662841796875,0.0011738367611542344
23,12.469388961791992,1.4443461894989014,0.05539577826857567,0.32493266463279724,0.1985856145620346,7.194720092229545e-05,18.176088333129883,1365.1275634765625,0.0011727918172255158
24,12.399285316467285,1.441468358039856,0.0546875074505806,0.3247825801372528,0.19572557508945465,7.78152170823887e-05,18.341720581054688,1363.551513671875,0.0011717521119862795
25,12.28483772277832,1.4348636865615845,0.05173049867153168,0.3246228098869324,0.1919686645269394,8.388171409023926e-05,18.610889434814453,1361.9393310546875,0.0011707185767591
26,12.283343315124512,1.432816505432129,0.056788187474012375,0.3244585394859314,0.18962867558002472,9.013903036247939e-05,18.821247100830078,1360.2996826171875,0.001169687369838357
27,12.18747615814209,1.44844388961792,0.046744730323553085,0.3242982029914856,0.189232736825943,9.660518844611943e-05,18.775196075439453,1358.6383056640625,0.0011686533689498901
28,12.218218803405762,1.4492912292480469,0.05123530328273773,0.3241482079029083,0.1886288821697235,0.00010331459634471685,18.660823822021484,1356.9547119140625,0.0011676213471218944
29,12.155597686767578,1.4404008388519287,0.04685092344880104,0.3240041732788086,0.1882750689983368,0.00011023541446775198,18.65491485595703,1355.2567138671875,0.0011665915371850133
30,12.185664176940918,1.4729759693145752,0.046410076320171356,0.32385769486427307,0.18851298093795776,0.00011736548913177103,18.85721206665039,1353.543701171875,0.0011655562557280064
31,12.104558944702148,1.440570592880249,0.04055371135473251,0.3237035572528839,0.189156636595726,0.00012475758558139205,19.21371078491211,1351.8297119140625,0.0011645196937024593
32,12.12156867980957,1.4080461263656616,0.04354351386427879,0.32354259490966797,0.19029562175273895,0.00013238596147857606,19.626100540161133,1350.1248779296875,0.0011634876718744636
33,12.02056884765625,1.4280353784561157,0.027753539383411407,0.32338058948516846,0.19229920208454132,0.00014020525850355625,19.91769790649414,1348.4278564453125,0.0011624537874013186
34,12.159639358520508,1.3952081203460693,0.04204913601279259,0.32322371006011963,0.19389915466308594,0.0001482633379055187,19.943157196044922,1346.7525634765625,0.0011614224640652537
35,12.091633796691895,1.451454997062683,0.030155356973409653,0.3230762481689453,0.19377674162387848,0.00015652671572752297,19.75063705444336,1345.080078125,0.0011603832244873047
36,12.144499778747559,1.417541742324829,0.04150538891553879,0.322933554649353,0.19257915019989014,0.00016507993859704584,19.588090896606445,1343.41259765625,0.0011593479430302978
37,11.974387168884277,1.4165204763412476,0.02628631889820099,0.3227880001068115,0.19187526404857635,0.00017382633814122528,19.489702224731445,1341.76220703125,0.0011583107989281416
38,12.042686462402344,1.4338493347167969,0.033336009830236435,0.3226340413093567,0.19104844331741333,0.00018281488155480474,19.493886947631836,1340.114501953125,0.0011572727235034108
39,11.969094276428223,1.4329967498779297,0.02801378443837166,0.3224719166755676,0.19023004174232483,0.00019203840929549187,19.491039276123047,1338.4718017578125,0.00115623336751014
40,12.076457023620605,1.3879681825637817,0.04513416439294815,0.3223057687282562,0.18945081532001495,0.00020150099589955062,19.40960121154785,1336.8514404296875,0.001155200181528926
41,11.942275047302246,1.3905014991760254,0.03353920206427574,0.3221416473388672,0.18857188522815704,0.00021113343245815486,19.20205307006836,1335.242919921875,0.001154176308773458
42,11.906064987182617,1.3874626159667969,0.03354804217815399,0.3219833970069885,0.18706229329109192,0.00022090008133091033,18.90212631225586,1333.6622314453125,0.001153153833001852
43,11.84547233581543,1.3599724769592285,0.03395767882466316,0.32182806730270386,0.1853526532649994,0.000230874604312703,18.645959854125977,1332.10595703125,0.001152142765931785
44,11.83997631072998,1.3716052770614624,0.03477946296334267,0.32166871428489685,0.18423959612846375,0.00024095368280541152,18.502307891845703,1330.561279296875,0.001151143223978579
45,11.82723617553711,1.345672369003296,0.03782959282398224,0.32149946689605713,0.18353837728500366,0.0002511290949769318,18.463335037231445,1329.04248046875,0.0011501562548801303
46,11.861165046691895,1.3939238786697388,0.03793749213218689,0.32131949067115784,0.1829431653022766,0.0002613840624690056,18.49200439453125,1327.5281982421875,0.0011491713812574744
47,11.74903678894043,1.3698139190673828,0.030338361859321594,0.32113155722618103,0.18252447247505188,0.0002718212199397385,18.58765411376953,1326.022705078125,0.0011481958208605647
48,11.7977876663208,1.346817970275879,0.038121964782476425,0.3209364116191864,0.18240989744663239,0.00028236088110134006,18.529624938964844,1324.5343017578125,0.0011472332989796996
49,11.676298141479492,1.3086159229278564,0.03045411966741085,0.32074227929115295,0.18226827681064606,0.0002929563634097576,18.39897918701172,1323.0750732421875,0.0011462908005341887
50,11.736013412475586,1.368248701095581,0.030857857316732407,0.3205432593822479,0.1822642683982849,0.0003035209665540606,18.257869720458984,1321.6287841796875,0.0011453491169959307
51,11.659550666809082,1.323566198348999,0.027933968231081963,0.32033371925354004,0.18234136700630188,0.0003142626374028623,18.197465896606445,1320.2091064453125,0.0011444190749898553
52,11.669794082641602,1.3545758724212646,0.027603821828961372,0.32010698318481445,0.1816895306110382,0.00032505483250133693,18.265762329101562,1318.8001708984375,0.0011434931075200438
53,11.566279411315918,1.3015069961547852,0.025813093408942223,0.31986120343208313,0.18030287325382233,0.0003359817201271653,18.386905670166016,1317.4232177734375,0.0011425823904573917
54,11.596115112304688,1.2903852462768555,0.03283675014972687,0.3196015954017639,0.17909306287765503,0.0003469030780252069,18.350648880004883,1316.0841064453125,0.0011416851775720716
55,11.53765869140625,1.2924970388412476,0.02910333126783371,0.3193407952785492,0.17818669974803925,0.0003578351461328566,18.25656509399414,1314.7626953125,0.0011408071732148528
56,11.588278770446777,1.3248151540756226,0.032945554703474045,0.319075345993042,0.17744070291519165,0.00036869753967039287,18.263233184814453,1313.44970703125,0.0011399361537769437
57,11.4334135055542,1.286149263381958,0.022217771038413048,0.3187992572784424,0.1772652119398117,0.0003796324017457664,18.363069534301758,1312.161376953125,0.0011390799190849066
58,11.414753913879395,1.279842734336853,0.021958913654088974,0.3185080289840698,0.17706282436847687,0.00039053845102898777,18.490257263183594,1310.90478515625,0.0011382349766790867
59,11.38127326965332,1.2752481698989868,0.020114364102482796,0.31820470094680786,0.17683866620063782,0.00040145061211660504,18.55900001525879,1309.6839599609375,0.0011373994639143348
