iter,loss,phys,bc,shape,tip,block,EI_eff_Nmm2,k_p_N_per_kPa,val_total,val_shape,val_tip,val_block
1057,2.701833486557007,0.432537317276001,0.0007097020279616117,0.07734446227550507,0.035759542137384415,1.1893498594872653e-05,1449.1566162109375,0.0011893251212313771,4.925167083740234,0.04959539324045181,0.19664086401462555,4.419194010552019e-05
1058,2.6952970027923584,0.4256746172904968,0.0008920185500755906,0.07726603001356125,0.03576311469078064,1.1941270713577978e-05,1449.489013671875,0.0011893156915903091,4.927935600280762,0.04948617145419121,0.1968884915113449,4.4270200305618346e-05
1059,2.7019383907318115,0.4290463626384735,0.001471683499403298,0.07718056440353394,0.03572221100330353,1.1962445569224656e-05,1449.821044921875,0.001189305679872632,4.933160305023193,0.04950204864144325,0.19713379442691803,4.4354499550536275e-05
1060,2.6559793949127197,0.39080342650413513,0.0008734810398891568,0.07711178064346313,0.03570427745580673,1.1985025594185572e-05,1450.1143798828125,0.001189317204989493,4.944734573364258,0.04943733662366867,0.19777727127075195,4.4258278649067506e-05
1061,2.699368476867676,0.43725186586380005,0.0007754467078484595,0.07702843844890594,0.035683680325746536,1.1959235052927397e-05,1450.42578125,0.0011893230257555842,4.925774097442627,0.04938531666994095,0.19688129425048828,4.420980985742062e-05
1062,2.6774213314056396,0.4145757257938385,0.001008239691145718,0.07694373279809952,0.035688456147909164,1.194608375953976e-05,1450.758544921875,0.001189319766126573,4.930991172790527,0.049367211759090424,0.19716022908687592,4.423723294166848e-05
1063,2.6668989658355713,0.40758946537971497,0.0008464071433991194,0.07687389105558395,0.03566240146756172,1.1953437933698297e-05,1451.0872802734375,0.0011893176706507802,4.952594757080078,0.04925772175192833,0.19834989309310913,4.425426959642209e-05
1064,2.6871156692504883,0.42825454473495483,0.0010025944793596864,0.0767969936132431,0.03563878685235977,1.1958119102928322e-05,1451.39892578125,0.001189324539154768,4.916918754577637,0.04921669885516167,0.19660714268684387,4.419710603542626e-05
1065,2.6872472763061523,0.43370527029037476,0.0005962886498309672,0.0767206996679306,0.0356522761285305,1.1942827768507414e-05,1451.6954345703125,0.0011893395567312837,4.9363813400268555,0.0491737499833107,0.19762328267097473,4.4072097807656974e-05
1066,2.6672019958496094,0.4163097143173218,0.0005931989871896803,0.07664725929498672,0.03559480234980583,1.1909027307410724e-05,1451.9847412109375,0.0011893579503521323,4.951696395874023,0.04912432283163071,0.19843854010105133,4.391914262669161e-05
1067,2.6421167850494385,0.39016300439834595,0.0008801326621323824,0.07656765729188919,0.03558402881026268,1.1867850844282657e-05,1452.2794189453125,0.0011893735500052571,4.905355453491211,0.049141738563776016,0.19610415399074554,4.3789754272438586e-05
1068,2.6612906455993652,0.4101198613643646,0.0008370017167180777,0.07648387551307678,0.03565024584531784,1.183313361252658e-05,1452.5650634765625,0.0011893955525010824,4.933712482452393,0.04908638447523117,0.19757743179798126,4.36077534686774e-05
1069,2.673759937286377,0.4254519045352936,0.0009298790828324854,0.07640767097473145,0.035536907613277435,1.1784035450546071e-05,1452.8367919921875,0.0011894282652065158,4.942923545837402,0.04899388924241066,0.19813062250614166,4.3337553506717086e-05
1070,2.6579298973083496,0.41087618470191956,0.0009720950620248914,0.07632949203252792,0.03553129732608795,1.1711194019881077e-05,1453.094970703125,0.0011894693598151207,4.8920578956604,0.04893822222948074,0.19564315676689148,4.2998799472115934e-05
1071,2.6277058124542236,0.38385099172592163,0.000731895212084055,0.07624908536672592,0.035571906715631485,1.1619928955042269e-05,1453.359130859375,0.0011895090574398637,4.915233612060547,0.048851482570171356,0.19688886404037476,4.2673549614846706e-05
1072,2.6595194339752197,0.41954270005226135,0.0006794455694034696,0.07617425173521042,0.035479094833135605,1.1532482858456206e-05,1453.648681640625,0.0011895353673025966,4.924460411071777,0.0488235168159008,0.1973782777786255,4.2458432290004566e-05
1073,2.6514482498168945,0.4132545292377472,0.0006836156826466322,0.07609982788562775,0.03546231985092163,1.147448620031355e-05,1453.953857421875,0.0011895530624315143,4.90949010848999,0.04881089925765991,0.1966424584388733,4.231491038808599e-05
1074,2.651381492614746,0.4149160087108612,0.0006575127481482923,0.07602116465568542,0.03546762466430664,1.1435598935349844e-05,1454.24560546875,0.0011895772768184543,4.922292232513428,0.04876090586185455,0.19733265042304993,4.2116964323213324e-05
1075,2.631394386291504,0.3957509398460388,0.0008106232853606343,0.07594452798366547,0.03542664274573326,1.138245625043055e-05,1454.5198974609375,0.0011896098731085658,4.909996509552002,0.048666857182979584,0.19681203365325928,4.18529671151191e-05
1076,2.6439454555511475,0.41053900122642517,0.0007861303165555,0.07585874199867249,0.03541286662220955,1.1311301932437345e-05,1454.78857421875,0.0011896452633664012,4.9036664962768555,0.04859490692615509,0.1965676248073578,4.156710201641545e-05
1077,2.645991325378418,0.41504305601119995,0.0007336579146794975,0.07577594369649887,0.035399023443460464,1.1234189514652826e-05,1455.043212890625,0.0011896847281605005,4.9112067222595215,0.04849699139595032,0.19704271852970123,4.124879706068896e-05
1078,2.6397712230682373,0.4106302261352539,0.0007824901840649545,0.07569015026092529,0.035370077937841415,1.1148636986035854e-05,1455.3135986328125,0.0011897184886038303,4.88572359085083,0.048455916345119476,0.1958097666501999,4.097647615708411e-05
1079,2.592803716659546,0.36655792593955994,0.0006495369016192853,0.07560532540082932,0.0353766568005085,1.107542630052194e-05,1455.5860595703125,0.001189753646031022,4.889903545379639,0.04839226230978966,0.19608256220817566,4.069549322593957e-05
1080,2.641986846923828,0.41687747836112976,0.0007792246760800481,0.07552167028188705,0.03533868491649628,1.0999594451277517e-05,1455.8607177734375,0.0011897878721356392,4.898102760314941,0.048312023282051086,0.1965728998184204,4.04219827032648e-05
1081,2.6066315174102783,0.3832249045372009,0.0008268936653621495,0.07543718069791794,0.03531424328684807,1.0925898095592856e-05,1456.129638671875,0.0011898231459781528,4.881330490112305,0.04824160411953926,0.19580484926700592,4.014180740341544e-05
1082,2.6087327003479004,0.3876143991947174,0.0007791242096573114,0.07535295188426971,0.035307977348566055,1.0850492799363565e-05,1456.3994140625,0.0011898577213287354,4.880306243896484,0.04814358055591583,0.19585178792476654,3.986786032328382e-05
1083,2.622591495513916,0.40399155020713806,0.0007194229401648045,0.07526696473360062,0.035297941416502,1.077657907444518e-05,1456.681640625,0.0011898847296833992,4.900010108947754,0.0480952225625515,0.19688545167446136,3.9654652937315404e-05
1084,2.6087913513183594,0.3927878141403198,0.0006746937287971377,0.07519255578517914,0.03526490926742554,1.0719166311901063e-05,1456.967041015625,0.001189909758977592,4.892489910125732,0.04803205281496048,0.19657272100448608,3.9457059756387025e-05
1085,2.621162176132202,0.4072321951389313,0.0006563746137544513,0.07510922849178314,0.035253752022981644,1.0666032721928786e-05,1457.2537841796875,0.0011899350211024284,4.888797283172607,0.04795900732278824,0.19646123051643372,3.925916098523885e-05
1086,2.6273295879364014,0.41309940814971924,0.0008801419171504676,0.07502207159996033,0.03524406626820564,1.0612695405143313e-05,1457.547119140625,0.0011899578385055065,4.901756286621094,0.047903016209602356,0.19716525077819824,3.90801033063326e-05
1087,2.624749183654785,0.4129883944988251,0.0008526087622158229,0.0749393180012703,0.03521713241934776,1.0564479453023523e-05,1457.8338623046875,0.0011899827513843775,4.894608020782471,0.047799404710531235,0.19691157341003418,3.888463834300637e-05
1088,2.599968671798706,0.39089787006378174,0.0007930197170935571,0.07485251873731613,0.03519925847649574,1.0511856089578941e-05,1458.138916015625,0.0011899983510375023,4.867856025695801,0.04772051051259041,0.19565290212631226,3.876368282362819e-05
1089,2.634165048599243,0.4276614487171173,0.0006750012980774045,0.0747673287987709,0.0352151058614254,1.0479145203134976e-05,1458.443115234375,0.0011900141835212708,4.879613399505615,0.047651439905166626,0.1963099092245102,3.863991514663212e-05
1090,2.587751626968384,0.3842007517814636,0.0006426377804018557,0.07468867301940918,0.03516233339905739,1.0445815860293806e-05,1458.7423095703125,0.0011900338577106595,4.878254413604736,0.04756844788789749,0.19632503390312195,3.8487112760776654e-05
1091,2.611536979675293,0.40901651978492737,0.0007387578953057528,0.07460648566484451,0.03514495864510536,1.0404636668681633e-05,1459.0411376953125,0.0011900522513315082,4.873992919921875,0.04752964898943901,0.19615082442760468,3.834418748738244e-05
1092,2.608940839767456,0.4085589647293091,0.0007072152220644057,0.07453189045190811,0.03512841463088989,1.0366153219365515e-05,1459.330810546875,0.0011900734389200807,4.867191791534424,0.047460198402404785,0.19588030874729156,3.817972174147144e-05
1093,2.627408742904663,0.42851120233535767,0.0007450829143635929,0.07445383071899414,0.03511335328221321,1.0322019079467282e-05,1459.6092529296875,0.0011900970712304115,4.858180999755859,0.04738548398017883,0.1955045610666275,3.7997233448550105e-05
1094,2.594444513320923,0.3968867063522339,0.0007539137150160968,0.07437307387590408,0.03512272983789444,1.027269445330603e-05,1459.9146728515625,0.0011901078978553414,4.882516384124756,0.047333724796772,0.19677314162254333,3.791374183492735e-05
1095,2.617112636566162,0.4231969714164734,0.0006199968047440052,0.07430408895015717,0.035076577216386795,1.0250262675981503e-05,1460.21337890625,0.0011901221005246043,4.8759918212890625,0.04728759080171585,0.19649308919906616,3.780381666729227e-05
1096,2.5890700817108154,0.396310031414032,0.0006835053209215403,0.07423330098390579,0.03505783900618553,1.0220681360806338e-05,1460.518310546875,0.001190131064504385,4.8350138664245605,0.047223448753356934,0.1945083737373352,3.773515345528722e-05
1097,2.5718026161193848,0.37938493490219116,0.0006735491915605962,0.07415112853050232,0.03512788191437721,1.0202176781604066e-05,1460.818115234375,0.001190144568681717,4.872912883758545,0.047177769243717194,0.19644907116889954,3.7631369195878506e-05
1098,2.584246873855591,0.39421212673187256,0.0007784115732647479,0.07408252358436584,0.035024914890527725,1.0174187991651706e-05,1461.1290283203125,0.0011901488760486245,4.877671241760254,0.047157276421785355,0.19670750200748444,3.7598008930217475e-05
1099,2.590081214904785,0.40224406123161316,0.0007242262945510447,0.07400856167078018,0.03501610830426216,1.0165261301153805e-05,1461.443115234375,0.00119015050586313,4.8206586837768555,0.047103602439165115,0.19391053915023804,3.7585949030471966e-05
1100,2.583925247192383,0.39363110065460205,0.0008741753408685327,0.07391926646232605,0.03515327721834183,1.0161892532778438e-05,1461.7664794921875,0.0011901502730324864,4.88149881362915,0.047047145664691925,0.19700901210308075,3.758740785997361e-05
1101,2.5817527770996094,0.39767852425575256,0.0007012630230747163,0.0738559365272522,0.03499206528067589,1.0162424587178975e-05,1462.1280517578125,0.0011901322286576033,4.87223482131958,0.046996407210826874,0.19659647345542908,3.77256037609186e-05
1102,2.603930950164795,0.42182016372680664,0.000711082189809531,0.07378247380256653,0.034962426871061325,1.0199662938248366e-05,1462.4815673828125,0.0011901173274964094,4.824844837188721,0.04691736027598381,0.19430595636367798,3.784053842537105e-05
1103,2.597724199295044,0.41459065675735474,0.0008535613887943327,0.07369862496852875,0.03502615913748741,1.0230576663161628e-05,1462.8359375,0.0011901018442586064,4.850414276123047,0.04691644757986069,0.19558529555797577,3.7960431654937565e-05
1104,2.5759246349334717,0.39888614416122437,0.0005657191504724324,0.07363582402467728,0.03492812067270279,1.0262777323077898e-05,1463.193359375,0.0011900851968675852,4.869211196899414,0.04688861966133118,0.19655288755893707,3.8088986912043765e-05
1105,2.5467944145202637,0.3702469766139984,0.0006911061354912817,0.07356013357639313,0.03491653874516487,1.029738450597506e-05,1463.5526123046875,0.0011900650570169091,4.838643550872803,0.04682660102844238,0.19508644938468933,3.8244725146796554e-05
1106,2.549665927886963,0.3718181550502777,0.0010062034707516432,0.07347046583890915,0.034913644194602966,1.03394704638049e-05,1463.8887939453125,0.0011900548124685884,4.846592426300049,0.046803608536720276,0.19550684094429016,3.8324207707773894e-05
1107,2.5793120861053467,0.4059939384460449,0.0007745627663098276,0.07340080291032791,0.0348726324737072,1.0360796295572072e-05,1464.2335205078125,0.0011900357203558087,4.836531639099121,0.046733565628528595,0.19507378339767456,3.84722588933073e-05
1108,2.538803815841675,0.36898770928382874,0.0006000830326229334,0.0733194574713707,0.03486610949039459,1.0400806786492467e-05,1464.5775146484375,0.0011900148820132017,4.836138725280762,0.04668492451310158,0.19510270655155182,3.863434540107846e-05
1109,2.565821647644043,0.39524945616722107,0.0008662211475893855,0.07323682308197021,0.03485344722867012,1.0444357030792162e-05,1464.900146484375,0.0011900041718035936,4.857635498046875,0.046661555767059326,0.19620084762573242,3.87179316021502e-05
1110,2.5398831367492676,0.37167370319366455,0.0008202680619433522,0.07316328585147858,0.03483182564377785,1.0466874300618656e-05,1465.2269287109375,0.0011899928795173764,4.826186180114746,0.04659740626811981,0.1946924924850464,3.880610893247649e-05
1111,2.568103313446045,0.40274888277053833,0.000708824663888663,0.07307720184326172,0.034830864518880844,1.0490587555977982e-05,1465.5299072265625,0.0011899940436705947,4.824857711791992,0.04651036113500595,0.19471313059329987,3.879716678056866e-05
1112,2.5482356548309326,0.3852710425853729,0.000659139477647841,0.07299254834651947,0.03482086583971977,1.0488164662092458e-05,1465.8179931640625,0.0011900040553882718,4.862137794494629,0.0464247390627861,0.1966627985239029,3.8719066651538014e-05
1113,2.5719337463378906,0.4104042947292328,0.000709048006683588,0.07291670888662338,0.034800007939338684,1.0467085303389467e-05,1466.1162109375,0.0011900081299245358,4.822667598724365,0.046351756900548935,0.19476227462291718,3.86870997317601e-05
1114,2.542832374572754,0.38414159417152405,0.0006363563006743789,0.07282896339893341,0.03478216379880905,1.0458616088726558e-05,1466.400634765625,0.0011900182580575347,4.816099166870117,0.04629993438720703,0.19448572397232056,3.8609112380072474e-05
1115,2.5580790042877197,0.39957693219184875,0.0007589448941871524,0.0727492943406105,0.034791115671396255,1.04374003058183e-05,1466.6822509765625,0.0011900317622348666,4.861400127410889,0.04624302685260773,0.19680772721767426,3.8503399991896003e-05
1116,2.572436571121216,0.41780927777290344,0.0005889750318601727,0.07267932593822479,0.034752339124679565,1.0409086826257408e-05,1466.961181640625,0.0011900473618879914,4.825220108032227,0.046175047755241394,0.19506676495075226,3.8381909689633176e-05
1117,2.5646631717681885,0.4119028151035309,0.000624355161562562,0.07259479910135269,0.0347258523106575,1.0376368663855828e-05,1467.2325439453125,0.0011900683166459203,4.815201759338379,0.04609062895178795,0.194650337100029,3.821961581707001e-05
1118,2.538925886154175,0.38590672612190247,0.0008331889985129237,0.07251306623220444,0.034716129302978516,1.0332590136385988e-05,1467.507568359375,0.0011900863610208035,4.830115795135498,0.04605495184659958,0.19543178379535675,3.807978646364063e-05
1119,2.550727605819702,0.40167537331581116,0.0006567597156390548,0.07244335860013962,0.0346757248044014,1.029510713124182e-05,1467.7767333984375,0.0011901044053956866,4.81829833984375,0.04600417613983154,0.19489175081253052,3.7940943002467975e-05
1120,2.539435386657715,0.3925398886203766,0.0006283000111579895,0.0723630040884018,0.03466249629855156,1.0257448593620211e-05,1468.027587890625,0.0011901295511052012,4.803755760192871,0.04595576226711273,0.1942131519317627,3.774728247663006e-05
1121,2.5185391902923584,0.37099766731262207,0.0008494442445226014,0.07228142023086548,0.03466583788394928,1.0205391845374834e-05,1468.3037109375,0.0011901432881131768,4.817773342132568,0.045934077352285385,0.19493578374385834,3.764090433833189e-05
1122,2.5242812633514404,0.37806791067123413,0.000941545469686389,0.07220859080553055,0.03462621197104454,1.0176899195357691e-05,1468.54541015625,0.0011901779798790812,4.807043552398682,0.04580991715192795,0.19452357292175293,3.737457882380113e-05
1123,2.5216221809387207,0.3749091625213623,0.0012001895811408758,0.07212342321872711,0.03460707888007164,1.0105035471497104e-05,1468.7774658203125,0.001190216513350606,4.771821022033691,0.04575856775045395,0.1928139328956604,3.70804154954385e-05
1124,2.519826889038086,0.37776923179626465,0.0007864530198276043,0.07204476743936539,0.03465987741947174,1.0025743904407136e-05,1469.0068359375,0.0011902577243745327,4.806569576263428,0.0456700399518013,0.19464005529880524,3.6766447010450065e-05
1125,2.54337477684021,0.40444913506507874,0.0007820567698217928,0.07197227329015732,0.03457800671458244,9.941315511241555e-06,1469.270751953125,0.0011902812402695417,4.807234287261963,0.04560413584113121,0.19473929703235626,3.6588469811249524e-05
1126,2.5071516036987305,0.3697025775909424,0.0008218514267355204,0.07189378887414932,0.034562788903713226,9.89319414657075e-06,1469.5377197265625,0.001190304639749229,4.784601211547852,0.04557972401380539,0.1936321258544922,3.6411642213352025e-05
1127,2.5292701721191406,0.3943052291870117,0.0006726062274537981,0.07181967794895172,0.03458734601736069,9.845511158346198e-06,1469.796142578125,0.0011903323465958238,4.808524131774902,0.045492351055145264,0.1949157565832138,3.620179268182255e-05
1128,2.5307233333587646,0.396982878446579,0.0008049061289057136,0.07174620032310486,0.03453347831964493,9.78906246018596e-06,1470.0635986328125,0.001190352370031178,4.7941203117370605,0.045444898307323456,0.19424310326576233,3.605132587836124e-05
1129,2.521829128265381,0.3899647891521454,0.0007747074705548584,0.07167045027017593,0.03453053906559944,9.748434422363061e-06,1470.3463134765625,0.0011903623817488551,4.794914722442627,0.045390889048576355,0.1943368762731552,3.5976041544927284e-05
1130,2.494072914123535,0.3646985590457916,0.000710477470420301,0.07159774750471115,0.034510862082242966,9.728151781018823e-06,1470.638671875,0.0011903677368536592,4.803399562835693,0.04532087594270706,0.19483113288879395,3.5935576306656e-05
1131,2.509915590286255,0.38069865107536316,0.0008949851617217064,0.07152178883552551,0.03448669984936714,9.717333341541234e-06,1470.93212890625,0.0011903749546036124,4.7977213859558105,0.045276690274477005,0.1945914477109909,3.588150138966739e-05
1132,2.5116450786590576,0.3865581750869751,0.0006572706624865532,0.071446992456913,0.03447386994957924,9.702785973786376e-06,1471.242431640625,0.0011903773993253708,4.78821325302124,0.04523077607154846,0.19416196644306183,3.5862885852111503e-05
1133,2.5202229022979736,0.3961407244205475,0.0007150607998482883,0.07137420028448105,0.03446752205491066,9.697725545265712e-06,1471.564208984375,0.0011903761187568307,4.796819686889648,0.04514022916555405,0.19468283653259277,3.5872952139470726e-05
1134,2.507282257080078,0.3829863965511322,0.0009482535533607006,0.07129814475774765,0.034437667578458786,9.700457667349838e-06,1471.885986328125,0.0011903749546036124,4.77110481262207,0.04511364549398422,0.19342365860939026,3.588150138966739e-05
1135,2.516444206237793,0.39522141218185425,0.0007543754181824625,0.07122436910867691,0.03445473313331604,9.702785973786376e-06,1472.1995849609375,0.00119037798140198,4.791332244873047,0.045024752616882324,0.19452394545078278,3.585861122701317e-05
1136,2.5052378177642822,0.3858954608440399,0.0008085876470431685,0.07115142047405243,0.034406546503305435,9.696680535853375e-06,1472.5106201171875,0.0011903842678293586,4.783378601074219,0.04495863616466522,0.19419237971305847,3.581213968573138e-05
1137,2.5063347816467285,0.3892928957939148,0.000749256752897054,0.07107638567686081,0.03439623489975929,9.68403765000403e-06,1472.836181640625,0.0011903850827366114,4.771926403045654,0.044912904500961304,0.1936655044555664,3.580530756153166e-05
1138,2.506816864013672,0.3917144536972046,0.0006916265119798481,0.071005679666996,0.03439879044890404,9.682229574536905e-06,1473.1729736328125,0.001190380658954382,4.787396430969238,0.04486116021871567,0.1944907307624817,3.583857687772252e-05
1139,2.4884963035583496,0.37507185339927673,0.0007339506410062313,0.07093734294176102,0.0343620628118515,9.691220839158632e-06,1473.5223388671875,0.001190369832329452,4.765521049499512,0.04483046755194664,0.19342762231826782,3.592018038034439e-05
1140,2.5080602169036865,0.397184282541275,0.0006271796301007271,0.07086336612701416,0.03436198830604553,9.713154213386588e-06,1473.8568115234375,0.0011903663398697972,4.770206928253174,0.044786486774683,0.19370588660240173,3.594632289605215e-05
1141,2.485229969024658,0.37456828355789185,0.0008084195433184505,0.07078908383846283,0.034334927797317505,9.7201882454101e-06,1474.163818359375,0.0011903740232810378,4.778493404388428,0.0447552464902401,0.19415147602558136,3.588867548387498e-05
1142,2.478487014770508,0.36999326944351196,0.0007716669351793826,0.0707189217209816,0.0343150831758976,9.704674994281959e-06,1474.4697265625,0.0011903801932930946,4.756740093231201,0.04474734514951706,0.19307172298431396,3.584213845897466e-05
1143,2.4986753463745117,0.3920811712741852,0.0006604715017601848,0.07064387202262878,0.03435075655579567,9.692024832474999e-06,1474.7821044921875,0.0011903842678293586,4.789435386657715,0.04471965134143829,0.19473421573638916,3.581213968573138e-05
1144,2.4816341400146484,0.37652963399887085,0.0007671883795410395,0.07057572156190872,0.03429107740521431,9.68403765000403e-06,1475.0911865234375,0.0011903926497325301,4.782045364379883,0.044691234827041626,0.19439315795898438,3.574924630811438e-05
1145,2.4862632751464844,0.3830402195453644,0.0007540269871242344,0.07050471007823944,0.03427460044622421,9.667030099080876e-06,1475.4002685546875,0.0011904016137123108,4.750597953796387,0.044644005596637726,0.19286805391311646,3.568176180124283e-05
1146,2.4993820190429688,0.39830154180526733,0.0006059061270207167,0.07042937725782394,0.03431686386466026,9.648992090660613e-06,1475.6968994140625,0.0011904193088412285,4.78073263168335,0.04459698498249054,0.19442185759544373,3.554911381797865e-05
1147,2.4699411392211914,0.37015873193740845,0.0007527640555053949,0.0703631192445755,0.03424482047557831,9.613133443053812e-06,1476.009765625,0.0011904276907444,4.781466007232666,0.04457715153694153,0.19447842240333557,3.5486824344843626e-05
1148,2.4815008640289307,0.3842333257198334,0.0006680658552795649,0.07029257714748383,0.03423196077346802,9.596348718332592e-06,1476.3258056640625,0.0011904352577403188,4.746518135070801,0.04456612840294838,0.19274206459522247,3.5430261050350964e-05
1149,2.4715054035186768,0.3750385642051697,0.0006644054665230215,0.07021859288215637,0.03426774963736534,9.581211998010986e-06,1476.6312255859375,0.0011904488783329725,4.766901016235352,0.044508639723062515,0.19381873309612274,3.532936898409389e-05
1150,2.460149049758911,0.3653952479362488,0.0007621932891197503,0.07015085220336914,0.034200962632894516,9.553970812703483e-06,1476.9658203125,0.0011904477141797543,4.768426895141602,0.044461317360401154,0.1939423680305481,3.533752533257939e-05
1151,2.4559457302093506,0.3629045784473419,0.0007630808395333588,0.07008042186498642,0.03418530896306038,9.556240911479108e-06,1477.2994384765625,0.0011904468992725015,4.743495464324951,0.0444096215069294,0.19274748861789703,3.534360439516604e-05
1152,2.485743284225464,0.3934704661369324,0.0008423324907198548,0.07000318169593811,0.03418451175093651,9.557798875903245e-06,1477.6224365234375,0.0011904500424861908,4.7474684715271,0.044348061084747314,0.1930077075958252,3.5320132155902684e-05
1153,2.4511001110076904,0.3609165549278259,0.000849676551297307,0.06992895901203156,0.03415060415863991,9.55141968006501e-06,1477.92138671875,0.0011904609855264425,4.734574794769287,0.04429406300187111,0.19241705536842346,3.5238885175203905e-05
1154,2.4562623500823975,0.3672715723514557,0.0008583029266446829,0.06985116004943848,0.034164462238550186,9.529551789455581e-06,1478.22216796875,0.001190472044982016,4.757542610168457,0.04420718550682068,0.19365236163139343,3.515632124617696e-05
1155,2.457859516143799,0.37014275789260864,0.0009601874044165015,0.06977644562721252,0.03412453830242157,9.50739013205748e-06,1478.5361328125,0.0011904767015948892,4.744859218597412,0.044148191809654236,0.1930772066116333,3.512233524816111e-05
1156,2.462350845336914,0.3793606758117676,0.0006675207987427711,0.06970185041427612,0.03410915657877922,9.498168765276205e-06,1478.863037109375,0.0011904733255505562,4.724549770355225,0.04407778009772301,0.1921321451663971,3.514743730193004e-05
1157,2.448265790939331,0.36607909202575684,0.0006857137195765972,0.06962026655673981,0.034141454845666885,9.50496360019315e-06,1479.1929931640625,0.001190468086861074,4.76093864440918,0.044003184884786606,0.1940261572599411,3.518679295666516e-05
1158,2.4555015563964844,0.37428808212280273,0.0008504328434355557,0.06954479962587357,0.03408590331673622,9.515504643786699e-06,1479.5142822265625,0.0011904670391231775,4.752215385437012,0.043969154357910156,0.19362403452396393,3.5194228985346854e-05
1159,2.4627392292022705,0.384966641664505,0.0006960622267797589,0.06946685910224915,0.03406898304820061,9.51757283473853e-06,1479.855224609375,0.0011904577258974314,4.732327938079834,0.04391448199748993,0.19268427789211273,3.5262990422779694e-05
1160,2.4536921977996826,0.37699732184410095,0.0006988660315982997,0.06938385963439941,0.03409668430685997,9.536041034152731e-06,1480.2047119140625,0.001190444570966065,4.757696151733398,0.043899666517972946,0.19396744668483734,3.5361332265893e-05
1161,2.46262788772583,0.3882119059562683,0.0007142501999624074,0.06931618601083755,0.034042708575725555,9.562542800267693e-06,1480.55517578125,0.001190429669804871,4.756539821624756,0.04387391358613968,0.1939353495836258,3.5472228773869574e-05
1162,2.4367189407348633,0.365475594997406,0.0005668687517754734,0.06924635171890259,0.034027595072984695,9.592513379175216e-06,1480.8905029296875,0.0011904186103492975,4.732134819030762,0.04383212327957153,0.19275684654712677,3.555445800884627e-05
1163,2.460078716278076,0.3885532021522522,0.0007295768009498715,0.06916827708482742,0.03403840586543083,9.61469231697265e-06,1481.2117919921875,0.0011904105776920915,4.747219562530518,0.04378680884838104,0.19355636835098267,3.561472112778574e-05
1164,2.439164876937866,0.3685098886489868,0.0008707361994311213,0.06909504532814026,0.033997517079114914,9.630855856812559e-06,1481.5174560546875,0.001190410926938057,4.746613025665283,0.04377533495426178,0.19353750348091125,3.561183257261291e-05
1165,2.435908079147339,0.36904993653297424,0.0006547364173457026,0.06902435421943665,0.03398636355996132,9.630093700252473e-06,1481.8253173828125,0.001190409529954195,4.735992908477783,0.043733157217502594,0.19304868578910828,3.5622197174234316e-05
1166,2.4609951972961426,0.39374563097953796,0.0008479960961267352,0.0689496174454689,0.03398404270410538,9.632817636884283e-06,1482.1527099609375,0.0011903999838978052,4.739688873291016,0.04372010752558708,0.1932464838027954,3.569459659047425e-05
1167,2.4418342113494873,0.37714099884033203,0.0007634490029886365,0.0688847005367279,0.0339634083211422,9.652398148318753e-06,1482.4842529296875,0.001190387411043048,4.746500492095947,0.04365454614162445,0.19365257024765015,3.5788179957307875e-05
1168,2.44573712348938,0.3828778564929962,0.0007553852046839893,0.06881721317768097,0.03394322097301483,9.677576599642634e-06,1482.806884765625,0.0011903814738616347,4.7244648933410645,0.043581273406744,0.1926240622997284,3.5833210858982056e-05
1169,2.4552054405212402,0.3934050500392914,0.0007904428639449179,0.0687437653541565,0.033946193754673004,9.689616490504704e-06,1483.1475830078125,0.00119036715477705,4.732958793640137,0.043567776679992676,0.1930621713399887,3.594056761357933e-05
1170,2.4358789920806885,0.37702450156211853,0.0006725451676174998,0.06868129968643188,0.0339202880859375,9.71865938481642e-06,1483.4615478515625,0.0011903626145794988,4.741927623748779,0.043515581637620926,0.1935628205537796,3.597423346946016e-05
1171,2.4387712478637695,0.3773801326751709,0.0011002878891304135,0.06861180067062378,0.03390275314450264,9.72782709141029e-06,1483.77880859375,0.001190354349091649,4.724224090576172,0.043534062802791595,0.19265910983085632,3.6036231904290617e-05
1172,2.433363437652588,0.3760862350463867,0.0007793947588652372,0.06854958087205887,0.03391970694065094,9.744446288095787e-06,1484.085693359375,0.0011903520207852125,4.742356777191162,0.04348551481962204,0.19361428916454315,3.6053846997674555e-05
1173,2.449035167694092,0.3951573669910431,0.00065456866286695,0.06848548352718353,0.033876243978738785,9.749159289640374e-06,1484.3804931640625,0.0011903519043698907,4.726066589355469,0.04339858517050743,0.19288671016693115,3.605456367949955e-05
1174,2.4224493503570557,0.3666137754917145,0.0010394486598670483,0.06840860843658447,0.03385856747627258,9.749359378474765e-06,1484.672607421875,0.0011903508566319942,4.694972991943359,0.043384768068790436,0.19134587049484253,3.606208701967262e-05
1175,2.4574060440063477,0.40392401814460754,0.0007910180720500648,0.06833550333976746,0.0339382104575634,9.75137299974449e-06,1484.958984375,0.0011903533013537526,4.748876094818115,0.04332851618528366,0.19409726560115814,3.604413723223843e-05
1176,2.431218147277832,0.38046377897262573,0.0008296596934087574,0.06827200204133987,0.03384600579738617,9.746460818860214e-06,1485.2764892578125,0.0011903428239747882,4.742588996887207,0.04331840202212334,0.19379296898841858,3.612311411416158e-05
