split,s_mm,s_over_L,p_kpa,x_mm,y_mm
test,124.68619246861924,0.6234309623430963,87.0,84.53049253942382,79.3278219194706
test,133.05439330543933,0.6652719665271967,87.0,86.5454256221968,87.44908318434642
test,141.4225941422594,0.7071129707112971,87.0,88.21287414003459,95.64890634675955
test,149.7907949790795,0.7489539748953975,87.0,89.5737617351979,103.9052846988686
test,158.15899581589957,0.7907949790794979,87.0,90.67035523829782,112.20102244660613
test,166.52719665271965,0.8326359832635982,87.0,91.54583227917284,120.5231000137893
test,174.89539748953973,0.8744769874476986,87.0,92.2439584799755,128.86200745469367
test,183.2635983263598,0.9163179916317991,87.0,92.80885730729679,137.21105761868827
test,191.63179916317992,0.9581589958158996,87.0,93.28485472932026,145.56568729352557
test,200.0,1.0,87.0,93.7163802784317,153.92275178193898
test,0.0,0.0,94.0,1.4380248591626258e-14,-2.032660600688035e-22
test,7.531380753138075,0.03765690376569038,94.0,7.512727174334035,0.4593843779254934
test,15.899581589958158,0.0794979079497908,94.0,15.730019913123739,2.0102683872412177
test,24.26778242677824,0.1213389121338912,94.0,23.686437328077776,4.585738262261483
test,32.63598326359833,0.16317991631799164,94.0,31.275083015368313,8.10115815273078
test,41.004184100418406,0.20502092050209203,94.0,38.41056248958729,12.464455687566149
test,49.37238493723849,0.24686192468619247,94.0,45.02804724441153,17.58008424803476
test,57.74058577405857,0.28870292887029286,94.0,51.081835055751064,23.35237629240108
test,66.10878661087865,0.3305439330543933,94.0,56.54357187286842,29.6882811478048
test,74.47698744769875,0.37238493723849375,94.0,61.40027866955062,36.49950940057782
test,82.84518828451883,0.4142259414225941,94.0,65.65230287122364,43.70412652359865
test,91.2133891213389,0.45606694560669453,94.0,69.31129018736566,51.22765166689693
test,99.58158995815899,0.49790794979079495,94.0,72.39825013344561,59.00372475181264
test,107.94979079497908,0.5397489539748954,94.0,74.94176806921539,66.97440733565615
test,116.31799163179916,0.5815899581589958,94.0,76.97639869924095,75.09018129342505
test,124.68619246861924,0.6234309623430963,94.0,78.54126087974387,83.30970523385814
test,133.05439330543933,0.6652719665271967,94.0,79.67884123881434,91.59938263221544
test,141.4225941422594,0.7071129707112971,94.0,80.43400437602085,99.93278867638948
test,149.7907949790795,0.7489539748953975,94.0,80.85319999275976,108.2899953928392
test,158.15899581589957,0.7907949790794979,94.0,80.98385189002872,116.65682721290503
test,166.52719665271965,0.8326359832635982,94.0,80.87391000724215,125.02407210495481
test,174.89539748953973,0.8744769874476986,94.0,80.57154421965599,133.3866669776203
test,183.2635983263598,0.9163179916317991,94.0,80.12495714071245,141.7428704159143
test,191.63179916317992,0.9581589958158996,94.0,79.58229240171279,150.0934310443427
test,200.0,1.0,94.0,78.99161455975876,158.440755973383
