actuator_name,L_mm,outer_width_mm,outer_height_mm,wall_thickness_mm,zigzag_compliance_factor,effective_modulus_kpa,EI_eff_true_Nmm2,k_p_true_N_per_kPa,p_min_kpa,p_max_kpa,pressure_step_kpa,noise_std_mm,noise_std_angle_rad,noise_std_force_N,x_unit,y_unit,s_unit,pressure_unit,force_unit,angle_unit,blocked_force_definition,pressures_train_kpa,pressures_val_kpa,pressures_test_kpa
zigzag_soft_bending_actuator,200.0,22.0,22.0,2.0,0.85,150.0,1373.5999999999997,0.0012,10.0,100.0,10.0,0.0,0.0,0.0,mm,mm,mm,kPa,N,rad,tip reaction force required to enforce y_tip = 0 under pressure loading,"20.000,30.000,40.000,50.000","60.000,70.000","80.000,100.000"
