iter,loss,phys,bc,shape,tip,block,val_total,EI_eff_Nmm2,k_p_N_per_kPa
0,17.477386474609375,1.3560564517974854,0.09648729115724564,0.3278922736644745,0.4299306571483612,4.178657420084164e-11,27.346439361572266,1374.9742431640625,0.0011988007463514805
1,16.61927604675293,1.3824794292449951,0.32035893201828003,0.3279421925544739,0.27371805906295776,1.3047721836301207e-07,29.30674171447754,1374.7584228515625,0.0011976019013673067
2,15.544147491455078,1.3624109029769897,0.20689411461353302,0.32792651653289795,0.27771294116973877,5.303696184455475e-07,32.62223434448242,1374.26318359375,0.0011964060831815004
3,14.826410293579102,1.337843656539917,0.08205384016036987,0.3278914988040924,0.3055093288421631,1.1977278973063221e-06,34.82197952270508,1373.8896484375,0.00119521573651582
4,14.67219066619873,1.3437345027923584,0.03714996203780174,0.32785144448280334,0.31999534368515015,2.128384267052752e-06,34.178260803222656,1373.3447265625,0.0011940288823097944
5,14.334386825561523,1.3635895252227783,0.04186033084988594,0.3278145492076874,0.2997934818267822,3.3206977150257444e-06,31.87251091003418,1372.8126220703125,0.0011928407475352287
6,13.834189414978027,1.359495759010315,0.05382021889090538,0.32777777314186096,0.2690444588661194,4.778954007633729e-06,29.188316345214844,1372.193603515625,0.0011916531948372722
7,13.62085247039795,1.3342339992523193,0.0819476917386055,0.32773447036743164,0.24561935663223267,6.50087258691201e-06,27.192228317260742,1371.5849609375,0.0011904711136594415
8,13.460260391235352,1.3422636985778809,0.0893641859292984,0.3276790976524353,0.23353439569473267,8.477632036374416e-06,26.058929443359375,1370.8231201171875,0.0011892927577719092
9,13.073296546936035,1.3077894449234009,0.06774309277534485,0.3276118040084839,0.22678667306900024,1.0708745321608149e-05,25.41501235961914,1369.9666748046875,0.0011881248792633414
10,12.690345764160156,1.336094856262207,0.03533155471086502,0.3275347948074341,0.22250540554523468,1.3176932043279521e-05,24.810230255126953,1369.0189208984375,0.0011869595618918538
11,12.486531257629395,1.333169937133789,0.02162102982401848,0.32745298743247986,0.21939659118652344,1.5894738680799492e-05,23.770288467407227,1368.0631103515625,0.001185796456411481
12,12.346797943115234,1.3136531114578247,0.021064452826976776,0.32737115025520325,0.21374447643756866,1.8861192074837163e-05,22.193092346191406,1367.3525390625,0.0011846383567899466
13,12.194035530090332,1.3107779026031494,0.02648942545056343,0.32729336619377136,0.20361372828483582,2.206685530836694e-05,20.41277503967285,1366.45556640625,0.0011834887554869056
14,12.043006896972656,1.3163752555847168,0.032872337847948074,0.32721832394599915,0.19266436994075775,2.5497909518890083e-05,18.880027770996094,1365.435791015625,0.0011823450913652778
15,12.019157409667969,1.3018598556518555,0.046379975974559784,0.32713961601257324,0.18552067875862122,2.915678487624973e-05,17.92000389099121,1364.322998046875,0.0011812144657596946
16,12.077387809753418,1.2909303903579712,0.06002227962017059,0.3270496129989624,0.1822456419467926,3.301545075373724e-05,17.582870483398438,1363.1278076171875,0.0011801001382991672
17,12.052431106567383,1.3355594873428345,0.05800648406147957,0.3269447386264801,0.17987704277038574,3.70523557648994e-05,17.616334915161133,1361.916259765625,0.0011789948912337422
18,12.013981819152832,1.3116096258163452,0.060352079570293427,0.3268284499645233,0.17809350788593292,4.128690488869324e-05,17.727205276489258,1360.6226806640625,0.0011779024498537183
19,11.982321739196777,1.3056093454360962,0.059123069047927856,0.3267074525356293,0.1775437593460083,4.569737211568281e-05,17.575580596923828,1359.2607421875,0.0011768242111429572
20,11.988225936889648,1.3266056776046753,0.05926290899515152,0.32659101486206055,0.1768333911895752,5.0269911298528314e-05,17.22770118713379,1357.849609375,0.0011757586617022753
21,12.053215980529785,1.3803582191467285,0.061634745448827744,0.32647836208343506,0.17631962895393372,5.500249972101301e-05,16.794940948486328,1356.4080810546875,0.0011746968375518918
22,11.947999000549316,1.394110918045044,0.047273188829422,0.3263673782348633,0.1776605099439621,5.993083686917089e-05,16.59768295288086,1354.937744140625,0.001173642696812749
23,11.911828994750977,1.4163565635681152,0.03783998265862465,0.3262462913990021,0.17957481741905212,6.503223266918212e-05,16.628679275512695,1353.42626953125,0.0011725913500413299
24,11.871909141540527,1.4170469045639038,0.03334297239780426,0.32611358165740967,0.1799229085445404,7.032781286397949e-05,16.829500198364258,1351.87548828125,0.0011715475702658296
25,11.79914379119873,1.4132540225982666,0.028811868280172348,0.325971394777298,0.17887923121452332,7.579022349091247e-05,17.12099838256836,1350.285888671875,0.00117051275447011
26,11.783796310424805,1.4208440780639648,0.02912883833050728,0.32582351565361023,0.17771892249584198,8.140724094118923e-05,17.32970428466797,1348.6624755859375,0.0011694825952872634
27,11.728639602661133,1.4259823560714722,0.024119926616549492,0.32567667961120605,0.17735260725021362,8.71988304425031e-05,17.300127029418945,1347.0125732421875,0.0011684527853503823
28,11.699945449829102,1.429305076599121,0.02143905498087406,0.32553693652153015,0.17722897231578827,9.318679803982377e-05,17.18324089050293,1345.3369140625,0.0011674269335344434
29,11.633172988891602,1.4157519340515137,0.016318725422024727,0.3253994286060333,0.17726260423660278,9.935009438777342e-05,17.152950286865234,1343.6444091796875,0.0011664057383313775
30,11.645406723022461,1.4457056522369385,0.015161672607064247,0.3252570629119873,0.17709429562091827,0.00010568105062702671,17.29836082458496,1341.9361572265625,0.0011653810506686568
31,11.570748329162598,1.403681755065918,0.013309404253959656,0.32510626316070557,0.17653623223304749,0.00011223006004001945,17.570363998413086,1340.2301025390625,0.0011643581092357635
32,11.55082893371582,1.3756389617919922,0.014863258227705956,0.3249487578868866,0.1763196438550949,0.00011896433716174215,17.851308822631836,1338.5380859375,0.0011633408721536398
33,11.522583961486816,1.388884425163269,0.009796182624995708,0.32478955388069153,0.1769343912601471,0.00012585549848154187,18.024499893188477,1336.8621826171875,0.001162323052994907
34,11.567066192626953,1.3564558029174805,0.016472551971673965,0.32463398575782776,0.17759382724761963,0.0001329448859905824,17.966562271118164,1335.2203369140625,0.001161307911388576
35,11.55958366394043,1.4035756587982178,0.012267529033124447,0.3244859576225281,0.17711059749126434,0.00014020924572832882,17.7887020111084,1333.592529296875,0.0011602862505242229
36,11.569972038269043,1.3747614622116089,0.0183799359947443,0.3243408501148224,0.17615588009357452,0.00014771524001844227,17.68433952331543,1331.9786376953125,0.0011592678492888808
37,11.501444816589355,1.3715819120407104,0.013074476271867752,0.3241908848285675,0.17568737268447876,0.00015539237938355654,17.710594177246094,1330.3944091796875,0.0011582474689930677
38,11.53972053527832,1.3863945007324219,0.015929225832223892,0.32403162121772766,0.17558841407299042,0.0001632788043934852,17.851438522338867,1328.82275390625,0.001157225575298071
39,11.50241470336914,1.3816663026809692,0.012374727986752987,0.32386448979377747,0.17589989304542542,0.00017137243412435055,17.981945037841797,1327.2681884765625,0.0011562020517885685
40,11.545219421386719,1.349013090133667,0.019367750734090805,0.3236944079399109,0.1763422191143036,0.0001796760770957917,18.0008544921875,1325.745361328125,0.0011551821371540427
41,11.479378700256348,1.3504559993743896,0.013068068772554398,0.3235257565975189,0.17629224061965942,0.00018814584473147988,17.85283851623535,1324.2413330078125,0.0011541687417775393
42,11.461782455444336,1.355133295059204,0.012957013212144375,0.32336190342903137,0.17539367079734802,0.00019675446674227715,17.60752296447754,1322.7685546875,0.0011531546479091048
43,11.408634185791016,1.3282127380371094,0.012756059877574444,0.3231986463069916,0.17434161901474,0.00020556198433041573,17.39520263671875,1321.326171875,0.001152148237451911
44,11.410490989685059,1.341558575630188,0.013245908543467522,0.3230292499065399,0.1736871749162674,0.00021449234918691218,17.29715347290039,1319.8958740234375,0.0011511496268212795
